Enter an integer k for which our Kempner sets are k-free: 10
Enter a positive integer modulus b: 48
Enter estimation parameters, or * for pre-computed parameters ([0.1069, 1.1123, 1.4579]): *
Enter a threshold (e.g. 4.2) to determine printed output: 6.7
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: *
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[48, 6.85345, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 33, 41, 42]]
[48, 6.7921, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 19, 20, 22, 23, 33, 41, 42, 45]]
[48, 6.7883, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 19, 21, 22, 23, 33, 41, 42, 44]]
[48, 6.727, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 19, 22, 23, 33, 41, 42, 44, 45]]
[48, 6.78406, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 23, 33, 41, 42, 43]]
[48, 6.72277, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 20, 22, 23, 33, 41, 42, 43, 45]]
[48, 6.71897, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 21, 22, 23, 33, 41, 42, 43, 44]]
[48, 6.84209, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 33, 40, 41]]
[48, 6.78419, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 23, 33, 40, 41, 46]]
[48, 6.78075, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 22, 23, 33, 40, 41, 45]]
[48, 6.72289, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 23, 33, 40, 41, 45, 46]]
[48, 6.77694, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 21, 22, 23, 33, 40, 41, 44]]
[48, 6.71566, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 22, 23, 33, 40, 41, 44, 45]]
[48, 6.77271, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20, 21, 22, 23, 33, 40, 41, 43]]
[48, 6.71486, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20, 21, 23, 33, 40, 41, 43, 46]]
[48, 6.71143, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20, 22, 23, 33, 40, 41, 43, 45]]
[48, 6.70762, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 21, 22, 23, 33, 40, 41, 43, 44]]
[48, 6.76797, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 33, 40, 41, 42]]
[48, 6.71013, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 19, 20, 21, 23, 33, 40, 41, 42, 46]]
[48, 6.70669, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 19, 20, 22, 23, 33, 40, 41, 42, 45]]
[48, 6.70289, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 19, 21, 22, 23, 33, 40, 41, 42, 44]]
[48, 6.76944, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 23, 33, 38, 41, 46]]
[48, 6.70816, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20, 23, 33, 38, 41, 45, 46]]
[48, 6.70436, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 21, 23, 33, 38, 41, 44, 46]]
[48, 6.74239, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 18, 19, 21, 22, 23, 33, 36, 41, 44]]
[48, 6.70564, [0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 33, 34, 41, 42]]
[48, 6.82918, [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 32, 40, 43]]
[48, 6.77131, [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 23, 32, 40, 43, 46]]
