Enter an integer k for which our Kempner sets are k-free: 10
Enter a positive integer modulus b: 53
Enter estimation parameters, or * for pre-computed parameters ([0.1028, 1.1086, 1.445]): *
Enter a threshold (e.g. 4.2) to determine printed output: 12.8
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: *
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[53, 12.9125, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 30, 32, 34, 36, 40, 43, 44, 46, 47, 48, 49, 50]]
[53, 12.8845, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 28, 29, 32, 36, 37, 38, 39, 42, 43, 44, 45, 47, 48, 49]]
[53, 12.9886, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 37, 40, 41, 43, 46, 47, 51]]
[53, 12.9598, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 30, 32, 34, 35, 37, 39, 40, 41, 43, 46, 47, 51]]
[53, 12.9261, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 37, 39, 40, 41, 42, 43, 46, 51]]
[53, 12.8711, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 30, 31, 32, 34, 39, 40, 41, 42, 43, 45, 46, 47, 51]]
[53, 12.8724, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 30, 32, 34, 35, 37, 38, 39, 40, 41, 43, 46, 47, 51]]
[53, 12.8387, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 42, 43, 46, 51]]
[53, 12.9233, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 33, 34, 35, 36, 39, 40, 42, 43, 45, 48, 49]]
[53, 12.8647, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 34, 35, 36, 40, 42, 43, 45, 46, 47, 48, 49]]
