Enter an integer k for which our Kempner sets are k-free: 10
Enter a positive integer modulus b: 63
Enter estimation parameters, or * for pre-computed parameters ([0.0982, 1.0963, 1.4418]): *
Enter a threshold (e.g. 4.2) to determine printed output: 11.1
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: 42
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[63, 11.3989, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 37, 38, 39, 40, 41, 47, 50, 51, 55, 56, 57, 58]]
[63, 11.3227, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 31, 32, 33, 37, 40, 41, 47, 48, 51, 55, 56, 57, 58, 59, 60]]
[63, 11.312, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 32, 34, 36, 37, 40, 41, 47, 48, 51, 52, 54, 56, 58, 59, 60]]
[63, 11.3064, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 30, 31, 32, 33, 37, 38, 40, 41, 47, 48, 50, 51, 55, 56, 57, 58, 60]]
[63, 11.2958, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 30, 32, 34, 36, 37, 38, 40, 41, 47, 48, 50, 51, 52, 54, 56, 58, 60]]
[63, 11.2919, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 30, 32, 34, 36, 37, 39, 40, 41, 47, 48, 49, 51, 52, 54, 56, 58, 59]]
[63, 11.218, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 30, 31, 32, 33, 37, 38, 41, 47, 48, 49, 50, 51, 55, 56, 57, 58, 60, 61]]
[63, 11.3052, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 31, 36, 37, 39, 40, 41, 45, 50, 51, 53, 54, 55, 56, 58, 59]]
[63, 11.2664, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 31, 37, 39, 40, 41, 45, 50, 51, 53, 54, 55, 56, 57, 58, 59]]
[63, 11.2874, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 30, 31, 32, 37, 38, 39, 40, 41, 45, 47, 50, 51, 54, 55, 56, 57, 58]]
[63, 11.2057, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 30, 31, 37, 39, 40, 41, 45, 47, 50, 51, 53, 54, 55, 56, 57, 58, 59]]
[63, 11.1208, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 27, 30, 32, 37, 38, 39, 40, 41, 45, 46, 47, 49, 50, 51, 52, 54, 55, 56, 57, 58]]
[63, 11.3229, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 30, 31, 32, 33, 37, 38, 39, 40, 41, 43, 47, 50, 51, 55, 56, 57, 58]]
[63, 11.2751, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 30, 32, 33, 37, 38, 39, 40, 41, 43, 47, 50, 51, 52, 55, 56, 57, 58]]
[63, 11.1286, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 26, 27, 29, 30, 31, 35, 37, 38, 39, 40, 41, 43, 44, 45, 46, 49, 51, 53, 54, 55, 57, 58]]
[63, 11.2766, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 28, 29, 30, 31, 32, 33, 37, 39, 40, 41, 42, 47, 48, 51, 55, 56, 57, 58, 59]]
[63, 11.2603, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 28, 30, 31, 32, 33, 37, 38, 39, 40, 41, 42, 47, 48, 50, 51, 55, 56, 57, 58]]
