Enter an integer k for which our Kempner sets are k-free: 10
Enter a positive integer modulus b: 72
Enter estimation parameters, or * for pre-computed parameters ([0.0929, 1.0938, 1.4201]): *
Enter a threshold (e.g. 4.2) to determine printed output: 7.52
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: 36
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[72, 7.58706, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 45, 54, 64, 65, 66]]
[72, 7.54644, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 31, 33, 34, 35, 45, 54, 64, 65, 66, 68]]
[72, 7.5448, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 32, 33, 34, 35, 45, 54, 64, 65, 66, 67]]
[72, 7.53692, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 45, 54, 63, 64, 65, 66]]
[72, 7.53454, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 45, 54, 62, 64, 65, 66]]
[72, 7.53031, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 29, 31, 32, 33, 34, 35, 45, 54, 62, 63, 64, 66]]
[72, 7.5799, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 31, 32, 33, 34, 35, 45, 54, 61, 65, 66]]
[72, 7.53928, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 31, 33, 34, 35, 45, 54, 61, 65, 66, 68]]
[72, 7.53764, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 32, 33, 34, 35, 45, 54, 61, 65, 66, 67]]
[72, 7.53196, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 31, 32, 33, 34, 35, 45, 54, 61, 64, 65, 66]]
[72, 7.52976, [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 28, 31, 32, 33, 34, 35, 45, 54, 61, 63, 65, 66]]
