Enter an integer k for which our Kempner sets are k-free: 6
Enter a positive integer modulus b: 39
Enter estimation parameters, or * for pre-computed parameters ([0.115, 1.1249, 1.4752]): *
Enter a threshold (e.g. 4.2) to determine printed output: 6.5
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: *
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[39, 6.73976, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 18, 19, 20, 22, 28, 29, 30, 31]]
[39, 6.68838, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 18, 19, 22, 28, 29, 30, 31, 33]]
[39, 6.71018, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 19, 20, 22, 23, 28, 29, 30, 31]]
[39, 6.56891, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 14, 16, 18, 26, 28, 30, 31, 32, 33, 34]]
[39, 6.64852, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 14, 18, 19, 20, 22, 26, 28, 29, 30, 31]]
[39, 6.61897, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 14, 19, 20, 22, 23, 26, 28, 29, 30, 31]]
[39, 6.69494, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 20, 22, 30, 31, 32, 36]]
[39, 6.68691, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 20, 22, 30, 32, 34, 36]]
[39, 6.65228, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 20, 30, 31, 32, 34, 36]]
[39, 6.57079, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 14, 17, 18, 23, 24, 29, 31, 32, 34, 36]]
[39, 6.58785, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 14, 18, 20, 22, 24, 28, 29, 30, 31, 32]]
[39, 6.54526, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 14, 18, 20, 24, 28, 29, 30, 31, 32, 34]]
[39, 6.57905, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 14, 15, 16, 18, 20, 22, 30, 31, 32, 34, 36]]
[39, 6.63472, [0, 1, 2, 3, 4, 6, 7, 8, 9, 13, 14, 15, 16, 17, 20, 21, 23, 24, 25, 35, 36]]
[39, 6.56423, [0, 1, 2, 3, 4, 6, 7, 8, 9, 13, 15, 16, 17, 19, 20, 23, 24, 25, 27, 35, 36]]
[39, 6.55887, [0, 1, 2, 3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 17, 20, 24, 25, 32, 34, 35, 36]]
[39, 6.67971, [0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27]]
[39, 6.65899, [0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 16, 17, 18, 19, 20, 23, 24, 26, 27, 31]]
[39, 6.6595, [0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28]]
[39, 6.60429, [0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 17, 18, 19, 20, 23, 24, 25, 26, 27, 31]]
[39, 6.53809, [0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 17, 18, 20, 21, 25, 26, 27, 28, 29, 37]]
[39, 6.59071, [0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 20, 21, 23, 24, 25, 29, 34, 35]]
[39, 6.54494, [0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 21, 23, 24, 25, 29, 31, 34, 35]]
[39, 6.50265, [0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 21, 24, 25, 29, 31, 34, 35, 36]]
