Enter an integer k for which our Kempner sets are k-free: 6
Enter a positive integer modulus b: 90
Enter estimation parameters, or * for pre-computed parameters ([0.0858, 1.0859, 1.3952]): *
Enter a threshold (e.g. 4.2) to determine printed output: 6.4
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: 41
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[90, 6.46232, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 65, 70, 75, 80]]
[90, 6.46053, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 65, 70, 75, 85]]
[90, 6.45855, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 65, 70, 80, 85]]
[90, 6.45633, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 65, 75, 80, 85]]
[90, 6.45384, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 70, 75, 80, 85]]
[90, 6.43399, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 50, 60, 70, 74, 75, 80, 85]]
[90, 6.43585, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 44, 50, 60, 65, 73, 75, 80, 85]]
[90, 6.43198, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 42, 43, 44, 50, 60, 70, 71, 75, 80, 85]]
[90, 6.41214, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 31, 32, 33, 34, 36, 37, 38, 39, 42, 43, 50, 60, 70, 71, 74, 75, 80, 85]]
[90, 6.422, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 35, 37, 38, 40, 42, 43, 44, 50, 60, 65, 70, 75, 81, 84]]
[90, 6.40764, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 35, 37, 38, 40, 42, 44, 50, 60, 65, 69, 70, 73, 75, 81]]
[90, 6.40153, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 35, 37, 38, 40, 42, 44, 50, 60, 65, 70, 73, 75, 81, 84]]
[90, 6.44914, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 65, 70, 75, 80]]
[90, 6.44735, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 65, 70, 75, 85]]
[90, 6.44537, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 65, 70, 80, 85]]
[90, 6.44315, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 65, 75, 80, 85]]
[90, 6.44065, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 50, 60, 70, 75, 80, 85]]
[90, 6.42267, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 44, 50, 60, 65, 73, 75, 80, 85]]
[90, 6.41519, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 34, 35, 37, 38, 39, 40, 42, 43, 44, 50, 60, 65, 70, 75, 78, 81]]
