Enter an integer k for which our Kempner sets are k-free: 6
Enter a positive integer modulus b: 55
Enter estimation parameters, or * for pre-computed parameters ([0.1007, 1.108, 1.4356]): *
Enter a threshold (e.g. 4.2) to determine printed output: 7.0
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: *
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[55, 7.11247, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 23, 24, 26, 27, 33, 34, 36, 41, 42, 43, 44, 47]]
[55, 7.10449, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 23, 24, 26, 27, 33, 34, 38, 41, 42, 44, 46, 47]]
[55, 7.09632, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 23, 24, 26, 27, 33, 34, 41, 42, 43, 44, 46, 47]]
[55, 7.14614, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 22, 23, 24, 25, 26, 29, 31, 33, 34, 37, 43, 46, 47]]
[55, 7.01825, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 22, 23, 26, 29, 36, 37, 38, 39, 41, 44, 47, 48, 49]]
[55, 7.00725, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 22, 23, 26, 29, 36, 37, 39, 41, 44, 45, 47, 48, 49]]
[55, 7.00553, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 22, 23, 26, 30, 36, 38, 39, 41, 42, 45, 47, 48, 49]]
[55, 7.07015, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 22, 24, 26, 28, 29, 34, 36, 37, 38, 41, 43, 44, 47]]
[55, 7.05691, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 19, 21, 23, 24, 27, 28, 33, 36, 42, 43, 44, 46, 47, 49]]
[55, 7.08274, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 22, 23, 24, 25, 26, 28, 29, 31, 33, 34, 43, 46, 47, 49]]
[55, 7.04517, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 18, 19, 21, 22, 25, 29, 30, 35, 37, 39, 41, 44, 45, 46, 47]]
[55, 7.01676, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 19, 22, 23, 24, 26, 27, 30, 32, 36, 38, 41, 42, 44, 48, 49]]
[55, 7.05794, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19, 20, 26, 27, 28, 30, 31, 34, 35, 38, 40, 44, 46, 47]]
[55, 7.04357, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 33, 34, 36, 39, 41, 42, 43, 46, 47]]
[55, 7.07092, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19, 22, 24, 25, 26, 28, 32, 33, 34, 36, 42, 45, 46, 51]]
[55, 7.05722, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19, 22, 24, 25, 26, 28, 32, 34, 36, 40, 42, 45, 46, 51]]
[55, 7.0472, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19, 22, 24, 25, 26, 28, 32, 34, 36, 42, 44, 46, 48, 51]]
[55, 7.03152, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19, 22, 24, 26, 28, 32, 33, 34, 36, 39, 42, 46, 48, 51]]
[55, 7.02981, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19, 22, 25, 26, 28, 32, 33, 34, 36, 40, 42, 45, 46, 51]]
[55, 7.0869, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 19, 21, 22, 23, 24, 25, 28, 32, 33, 34, 36, 37, 39, 43, 51]]
[55, 7.07156, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 19, 21, 22, 23, 24, 25, 28, 32, 34, 36, 37, 39, 41, 43, 51]]
[55, 7.07437, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 19, 21, 22, 23, 24, 26, 28, 32, 33, 34, 37, 39, 41, 43, 51]]
[55, 7.04805, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 19, 21, 22, 23, 24, 28, 32, 33, 34, 36, 37, 39, 41, 43, 51]]
