Enter an integer k for which our Kempner sets are k-free: 6
Enter a positive integer modulus b: 73
Enter estimation parameters, or * for pre-computed parameters ([0.0922, 1.0944, 1.4167]): *
Enter a threshold (e.g. 4.2) to determine printed output: 7.1
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: 38
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[73, 7.23966, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 32, 33, 34, 35, 36, 38, 39, 45, 46, 47, 48, 50, 51, 52, 53, 59]]
[73, 7.23543, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 32, 33, 34, 35, 36, 38, 39, 45, 46, 47, 48, 50, 51, 52, 58, 59]]
[73, 7.23045, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 32, 33, 34, 35, 36, 38, 39, 45, 46, 47, 50, 51, 52, 53, 58, 59]]
[73, 7.22263, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 32, 33, 35, 36, 37, 39, 43, 45, 46, 47, 48, 50, 51, 52, 58, 59]]
[73, 7.21973, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 33, 35, 36, 38, 39, 45, 46, 47, 48, 51, 52, 53, 55, 68]]
[73, 7.23683, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 29, 31, 32, 34, 35, 36, 37, 39, 40, 46, 47, 48, 50, 51, 52, 53, 59]]
[73, 7.10741, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 31, 32, 35, 36, 37, 39, 41, 47, 48, 54, 56, 60, 63, 65, 66, 67, 68]]
[73, 7.1012, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 22, 23, 25, 26, 29, 30, 35, 38, 40, 48, 53, 55, 56, 59, 60, 62, 63, 64, 65, 67]]
[73, 7.14957, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 22, 26, 28, 29, 31, 32, 33, 35, 36, 37, 41, 43, 45, 51, 52, 57, 61, 63, 65, 68]]
[73, 7.16876, [0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 22, 26, 28, 29, 31, 33, 34, 35, 36, 37, 41, 42, 43, 45, 51, 52, 57, 61, 63, 65]]
