Enter an integer k for which our Kempner sets are k-free: 4
Enter a positive integer modulus b: 115
Enter estimation parameters, or * for pre-computed parameters ([0.0834, 1.0689, 1.4139]): *
Enter a threshold (e.g. 4.2) to determine printed output: 4.3
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: 35
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[115, 4.30139, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 23, 24, 26, 33, 36, 40, 43, 45, 46, 48, 51, 52, 55, 57, 66, 77, 93, 96, 98, 102, 104]]
[115, 4.31081, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 23, 28, 29, 30, 34, 36, 37, 47, 48, 52, 53, 55, 57, 61, 69, 73, 75, 79, 83, 84, 93]]
[115, 4.30613, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 23, 28, 29, 30, 34, 36, 37, 47, 48, 52, 53, 55, 57, 61, 69, 73, 75, 79, 83, 93, 107]]
[115, 4.31164, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 23, 28, 29, 30, 34, 36, 37, 47, 48, 52, 53, 55, 59, 61, 63, 69, 73, 75, 79, 93, 107]]
[115, 4.3088, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 23, 28, 29, 30, 34, 36, 37, 47, 48, 52, 53, 55, 59, 61, 63, 69, 75, 79, 83, 93, 107]]
[115, 4.30518, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 23, 28, 29, 30, 34, 36, 37, 47, 48, 52, 53, 55, 59, 61, 69, 73, 75, 79, 83, 93, 107]]
[115, 4.30416, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 23, 28, 29, 30, 34, 36, 37, 47, 48, 52, 53, 57, 59, 61, 69, 73, 75, 79, 83, 93, 107]]
[115, 4.30405, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 23, 30, 33, 35, 36, 37, 40, 41, 46, 47, 48, 50, 55, 57, 61, 66, 71, 73, 101, 104, 107]]
[115, 4.31364, [0, 1, 2, 4, 5, 7, 8, 9, 14, 15, 17, 18, 24, 26, 28, 31, 36, 39, 40, 43, 45, 46, 48, 51, 52, 55, 61, 66, 90, 94, 96, 100, 102]]
[115, 4.32143, [0, 1, 2, 4, 5, 7, 8, 9, 14, 16, 17, 18, 22, 28, 29, 30, 33, 35, 36, 37, 46, 47, 51, 53, 57, 59, 61, 69, 79, 91, 93, 95, 104]]
