Enter an integer k for which our Kempner sets are k-free: 3
Enter a positive integer modulus b: 177
Enter estimation parameters, or * for pre-computed parameters ([0.073, 1.0614, 1.3728]): *
Enter a threshold (e.g. 4.2) to determine printed output: 2.89
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: 30
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[177, 2.8993, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 66, 67, 75, 79, 80, 82, 86, 87, 139]]
[177, 2.89372, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 66, 67, 77, 78, 80, 84, 85, 114, 163]]
[177, 2.8951, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 66, 67, 77, 78, 80, 84, 86, 114, 139]]
[177, 2.89526, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 66, 67, 77, 79, 80, 82, 86, 114, 139]]
[177, 2.89351, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 66, 67, 77, 79, 80, 84, 85, 114, 163]]
[177, 2.89489, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 66, 67, 77, 79, 80, 84, 86, 114, 139]]
[177, 2.89781, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 40, 64, 66, 74, 78, 81, 83, 86, 87, 140]]
[177, 2.89161, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 40, 64, 66, 74, 78, 81, 83, 87, 140, 142]]
[177, 2.90492, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 40, 65, 66, 73, 74, 78, 84, 85, 87, 88]]
[177, 2.8951, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 64, 65, 67, 73, 74, 77, 78, 85, 86, 88]]
[177, 2.89382, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 64, 65, 67, 73, 77, 78, 80, 85, 86, 88]]
[177, 2.8942, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 64, 65, 67, 74, 75, 79, 80, 82, 87, 88]]
[177, 2.89257, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 64, 65, 67, 75, 78, 79, 82, 84, 87, 88]]
[177, 2.89138, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 64, 66, 67, 73, 74, 77, 78, 85, 86, 114]]
[177, 2.89377, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 64, 66, 67, 74, 75, 78, 79, 85, 87, 88]]
[177, 2.89356, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 37, 39, 63, 67, 76, 79, 80, 83, 88, 111, 141]]
[177, 2.89235, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 37, 39, 63, 67, 79, 80, 82, 83, 88, 111, 141]]
[177, 2.8918, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 37, 39, 63, 67, 79, 80, 83, 85, 88, 111, 141]]
[177, 2.89327, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 37, 63, 66, 68, 72, 77, 79, 80, 84, 85, 87]]
[177, 2.89196, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 39, 63, 64, 70, 71, 73, 80, 81, 85, 86, 88]]
[177, 2.90243, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 35, 37, 63, 72, 76, 77, 79, 84, 85, 87, 88]]
[177, 2.8965, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 35, 37, 63, 72, 76, 77, 79, 84, 87, 88, 136]]
[177, 2.89585, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 35, 37, 63, 72, 76, 77, 84, 85, 87, 88, 130]]
[177, 2.89376, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 35, 39, 62, 63, 71, 72, 76, 84, 88, 136, 154]]
[177, 2.8946, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 35, 39, 63, 71, 73, 76, 80, 85, 86, 88, 154]]
[177, 2.89357, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 35, 39, 63, 71, 73, 80, 81, 85, 86, 88, 154]]
[177, 2.89142, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 35, 62, 63, 71, 72, 76, 77, 84, 85, 87, 88]]
[177, 2.89274, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 36, 37, 49, 66, 77, 79, 80, 82, 114, 138, 139]]
[177, 2.89239, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 35, 36, 38, 65, 74, 77, 78, 84, 85, 87, 88, 122]]
[177, 2.89281, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 36, 40, 49, 61, 64, 65, 75, 78, 83, 84, 87, 106]]
[177, 2.89248, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 33, 35, 36, 40, 48, 64, 73, 74, 78, 81, 85, 140, 154]]
[177, 2.89551, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 32, 38, 43, 62, 65, 69, 71, 78, 79, 84, 88, 161]]
[177, 2.90984, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 78, 79, 85, 87, 88]]
[177, 2.90391, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 78, 79, 87, 88, 136]]
[177, 2.90343, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 78, 85, 86, 88, 130]]
[177, 2.90325, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 78, 85, 87, 88, 130]]
[177, 2.89733, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 78, 87, 88, 130, 136]]
[177, 2.90868, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 79, 84, 85, 87, 88]]
[177, 2.90275, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 79, 84, 87, 88, 136]]
[177, 2.90209, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 84, 85, 87, 88, 130]]
[177, 2.89507, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 84, 86, 87, 130, 157]]
[177, 2.89616, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 72, 76, 84, 87, 88, 130, 136]]
[177, 2.9079, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 76, 78, 79, 81, 85, 87, 88]]
[177, 2.90197, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 76, 78, 79, 81, 87, 88, 136]]
[177, 2.90734, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 76, 78, 79, 84, 85, 87, 88]]
[177, 2.90141, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 76, 78, 79, 84, 87, 88, 136]]
[177, 2.90131, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 76, 78, 81, 85, 87, 88, 130]]
[177, 2.89539, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 76, 78, 81, 87, 88, 130, 136]]
[177, 2.90075, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 76, 78, 84, 85, 87, 88, 130]]
[177, 2.89482, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 63, 76, 78, 84, 87, 88, 130, 136]]
[177, 2.90545, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 72, 76, 78, 79, 81, 85, 87, 88]]
[177, 2.89953, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 72, 76, 78, 79, 81, 87, 88, 136]]
[177, 2.89887, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 72, 76, 78, 81, 85, 87, 88, 130]]
[177, 2.89294, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 52, 72, 76, 78, 81, 87, 88, 130, 136]]
[177, 2.90106, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 63, 72, 76, 77, 79, 84, 85, 87, 88]]
[177, 2.89513, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 63, 72, 76, 77, 79, 84, 87, 88, 136]]
[177, 2.89448, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 37, 63, 72, 76, 77, 84, 85, 87, 88, 130]]
[177, 2.89078, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 71, 73, 76, 82, 86, 87, 157]]
[177, 2.89811, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 71, 73, 78, 81, 82, 87, 88]]
[177, 2.89703, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 71, 76, 78, 83, 84, 86, 87]]
[177, 2.8904, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 71, 76, 78, 84, 87, 88, 136]]
[177, 2.89747, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 73, 76, 78, 81, 82, 85, 87]]
[177, 2.89641, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 73, 76, 78, 81, 85, 87, 88]]
[177, 2.89633, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 73, 78, 79, 81, 82, 87, 88]]
[177, 2.89575, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 73, 78, 80, 81, 85, 86, 88]]
[177, 2.8951, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 76, 78, 79, 81, 85, 87, 88]]
[177, 2.89454, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 35, 52, 62, 63, 76, 78, 79, 84, 85, 87, 88]]
[177, 2.90611, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 36, 37, 52, 66, 76, 78, 79, 81, 85, 87, 88]]
[177, 2.90038, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 36, 37, 52, 66, 76, 78, 79, 81, 85, 88, 138]]
[177, 2.90555, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 36, 37, 52, 66, 76, 78, 79, 84, 85, 87, 88]]
[177, 2.90195, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 34, 36, 37, 52, 66, 76, 78, 79, 84, 85, 88, 114]]
