Enter an integer k for which our Kempner sets are k-free: 3
Enter a positive integer modulus b: 231
Enter estimation parameters, or * for pre-computed parameters ([0.0715, 1.0458, 1.3952]): *
Enter a threshold (e.g. 4.2) to determine printed output: 2.965
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: 35
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[231, 2.97418, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 88, 89, 91, 99, 102, 103, 106, 108, 111, 112]]
[231, 2.96784, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 88, 89, 91, 99, 104, 105, 108, 113, 115, 184]]
[231, 2.97283, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 88, 89, 91, 102, 103, 105, 106, 111, 112, 114]]
[231, 2.9725, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 88, 89, 91, 102, 103, 105, 109, 111, 112, 114]]
[231, 2.96763, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 88, 89, 91, 102, 104, 105, 107, 111, 114, 190]]
[231, 2.97247, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 88, 89, 93, 99, 103, 106, 108, 111, 112, 115]]
[231, 2.97244, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 88, 89, 93, 101, 103, 106, 107, 110, 112, 115]]
[231, 2.9745, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 85, 87, 90, 91, 94, 96, 104, 108, 109, 113, 115]]
[231, 2.97457, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 85, 87, 90, 91, 94, 102, 104, 105, 109, 111, 112]]
[231, 2.97428, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 85, 87, 90, 91, 94, 102, 104, 105, 109, 111, 115]]
[231, 2.97396, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 85, 87, 90, 91, 94, 102, 104, 105, 111, 112, 115]]
[231, 2.97394, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 85, 87, 90, 91, 94, 102, 104, 108, 109, 111, 115]]
[231, 2.9721, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 86, 88, 89, 93, 101, 103, 106, 107, 110, 112, 115]]
[231, 2.97351, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 86, 90, 92, 93, 104, 106, 107, 111, 112, 114]]
[231, 2.97341, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 86, 90, 92, 93, 104, 106, 107, 111, 113, 114]]
[231, 2.96855, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 86, 90, 92, 93, 104, 106, 107, 111, 114, 190]]
[231, 2.97265, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 88, 89, 91, 102, 103, 105, 106, 111, 112, 114]]
[231, 2.97232, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 88, 89, 91, 102, 103, 105, 109, 111, 112, 114]]
[231, 2.96745, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 88, 89, 91, 102, 104, 105, 107, 111, 114, 190]]
[231, 2.97303, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 89, 90, 92, 93, 104, 106, 107, 111, 112, 114]]
[231, 2.97293, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 89, 90, 92, 93, 104, 106, 107, 111, 113, 114]]
[231, 2.96807, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 83, 84, 89, 90, 92, 93, 104, 106, 107, 111, 114, 190]]
