Enter an integer k for which our Kempner sets are k-free: 3
Enter a positive integer modulus b: 63
Enter estimation parameters, or * for pre-computed parameters ([0.0982, 1.0963, 1.4418]): *
Enter a threshold (e.g. 4.2) to determine printed output: 2.79
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: *
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[63, 2.87568, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31]]
[63, 2.85896, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 49]]
[63, 2.85816, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 31, 48]]
[63, 2.84144, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 48, 49]]
[63, 2.79523, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30]]
[63, 2.85635, [0, 1, 3, 4, 9, 10, 12, 13, 27, 30, 31, 46]]
[63, 2.83963, [0, 1, 3, 4, 9, 10, 12, 13, 27, 30, 46, 49]]
[63, 2.83883, [0, 1, 3, 4, 9, 10, 12, 13, 27, 31, 46, 48]]
[63, 2.82212, [0, 1, 3, 4, 9, 10, 12, 13, 27, 46, 48, 49]]
[63, 2.79212, [0, 1, 3, 4, 9, 10, 12, 13, 28, 29, 31]]
[63, 2.85533, [0, 1, 3, 4, 9, 10, 12, 13, 28, 30, 31, 45]]
[63, 2.83862, [0, 1, 3, 4, 9, 10, 12, 13, 28, 30, 45, 49]]
[63, 2.83782, [0, 1, 3, 4, 9, 10, 12, 13, 28, 31, 45, 48]]
[63, 2.8211, [0, 1, 3, 4, 9, 10, 12, 13, 28, 45, 48, 49]]
[63, 2.83601, [0, 1, 3, 4, 9, 10, 12, 13, 30, 31, 45, 46]]
[63, 2.8193, [0, 1, 3, 4, 9, 10, 12, 13, 30, 45, 46, 49]]
[63, 2.8185, [0, 1, 3, 4, 9, 10, 12, 13, 31, 45, 46, 48]]
[63, 2.80179, [0, 1, 3, 4, 9, 10, 12, 13, 45, 46, 48, 49]]
[63, 2.84715, [0, 1, 3, 4, 9, 10, 12, 22, 25, 26, 29, 31]]
[63, 2.84377, [0, 1, 3, 4, 9, 10, 12, 22, 25, 27, 30, 31]]
[63, 2.82528, [0, 1, 3, 4, 9, 10, 12, 22, 25, 27, 30, 52]]
[63, 2.82626, [0, 1, 3, 4, 9, 10, 12, 22, 25, 27, 31, 48]]
[63, 2.80777, [0, 1, 3, 4, 9, 10, 12, 22, 25, 27, 48, 52]]
[63, 2.8264, [0, 1, 3, 4, 9, 10, 12, 22, 25, 29, 30, 45]]
[63, 2.82496, [0, 1, 3, 4, 9, 10, 12, 22, 25, 29, 31, 45]]
[63, 2.82344, [0, 1, 3, 4, 9, 10, 12, 22, 25, 30, 31, 45]]
