Enter an integer k for which our Kempner sets are k-free: 3
Enter a positive integer modulus b: 83
Enter estimation parameters, or * for pre-computed parameters ([0.0913, 1.0814, 1.4329]): *
Enter a threshold (e.g. 4.2) to determine printed output: 2.89
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: *
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[83, 3.00713, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40]]
[83, 2.94315, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 40]]
[83, 2.94307, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 38, 39]]
[83, 2.94132, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 39, 40]]
[83, 2.94123, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 37, 38, 40]]
[83, 2.92669, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 37, 38, 68]]
[83, 2.94033, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 37, 39, 40]]
[83, 2.91073, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 37, 67, 68]]
[83, 2.89488, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 65, 66, 68]]
[83, 2.89454, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 65, 67, 68]]
[83, 2.94035, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 34, 36, 37, 39]]
[83, 2.93832, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 35, 36, 38, 39]]
[83, 2.93455, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 36, 37, 39, 40]]
[83, 2.89223, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 31, 32, 65, 66, 68]]
[83, 2.89189, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 31, 32, 65, 67, 68]]
[83, 2.93928, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 31, 33, 36, 37, 40]]
[83, 2.93319, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 31, 36, 37, 39, 40]]
[83, 2.94023, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 32, 36, 38, 39]]
[83, 2.89205, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 32, 65, 66, 68]]
[83, 2.89171, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 32, 65, 67, 68]]
[83, 2.93678, [0, 1, 3, 4, 9, 10, 12, 13, 27, 29, 30, 35, 36, 38, 39]]
