Enter an integer k for which our Kempner sets are k-free: 3
Enter a positive integer modulus b: 36
Enter estimation parameters, or * for pre-computed parameters ([0.1196, 1.128, 1.4913]): *
Enter a threshold (e.g. 4.2) to determine printed output: 2.65
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: *
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[36, 2.80205, [0, 1, 3, 4, 9, 10, 12, 13]]
[36, 2.7405, [0, 1, 3, 4, 9, 10, 12, 31]]
[36, 2.73423, [0, 1, 3, 4, 9, 10, 13, 30]]
[36, 2.67283, [0, 1, 3, 4, 9, 10, 30, 31]]
[36, 2.77267, [0, 1, 3, 4, 9, 11, 12, 16]]
[36, 2.70492, [0, 1, 3, 4, 9, 11, 16, 30]]
[36, 2.6715, [0, 1, 3, 4, 9, 11, 26, 30]]
[36, 2.75548, [0, 1, 3, 4, 9, 12, 13, 16]]
[36, 2.71786, [0, 1, 3, 4, 9, 12, 13, 28]]
[36, 2.70579, [0, 1, 3, 4, 9, 12, 16, 25]]
[36, 2.66823, [0, 1, 3, 4, 9, 12, 25, 28]]
[36, 2.65649, [0, 1, 3, 4, 9, 12, 28, 31]]
[36, 2.68776, [0, 1, 3, 4, 9, 13, 16, 30]]
[36, 2.65023, [0, 1, 3, 4, 9, 13, 28, 30]]
[36, 2.76332, [0, 1, 3, 4, 10, 11, 13, 14]]
[36, 2.75025, [0, 1, 3, 4, 10, 11, 14, 15]]
[36, 2.74797, [0, 1, 3, 4, 10, 12, 13, 15]]
[36, 2.70693, [0, 1, 3, 4, 10, 12, 13, 27]]
[36, 2.68655, [0, 1, 3, 4, 10, 12, 15, 31]]
[36, 2.6928, [0, 1, 3, 4, 10, 13, 15, 24]]
[36, 2.65183, [0, 1, 3, 4, 10, 13, 24, 27]]
[36, 2.67168, [0, 1, 3, 4, 10, 14, 15, 31]]
[36, 2.73019, [0, 1, 3, 4, 11, 12, 14, 15]]
[36, 2.71863, [0, 1, 3, 4, 11, 12, 15, 16]]
[36, 2.71376, [0, 1, 3, 4, 11, 12, 15, 17]]
[36, 2.68107, [0, 1, 3, 4, 11, 12, 15, 28]]
[36, 2.70833, [0, 1, 3, 4, 11, 12, 16, 17]]
[36, 2.71679, [0, 1, 3, 4, 11, 13, 14, 16]]
[36, 2.70038, [0, 1, 3, 4, 11, 13, 16, 17]]
[36, 2.67223, [0, 1, 3, 4, 11, 14, 16, 23]]
[36, 2.70146, [0, 1, 3, 4, 12, 13, 15, 16]]
[36, 2.66392, [0, 1, 3, 4, 12, 13, 15, 28]]
[36, 2.69116, [0, 1, 3, 4, 12, 13, 16, 17]]
[36, 2.66049, [0, 1, 3, 4, 12, 13, 16, 27]]
[36, 2.68966, [0, 1, 3, 4, 12, 14, 15, 17]]
[36, 2.65186, [0, 1, 3, 4, 12, 15, 16, 25]]
[36, 2.67628, [0, 1, 3, 4, 13, 14, 16, 17]]
[36, 2.67714, [0, 1, 3, 7, 9, 10, 12, 16]]

Search completed in 0 hours, 0 minutes, and 0.022 seconds.  Enter a string to quit.
