Enter an integer k for which our Kempner sets are k-free: 3
Enter a positive integer modulus b: 269
Enter estimation parameters, or * for pre-computed parameters ([0.077, 1.5502, 1.2123]): *
Enter a threshold (e.g. 4.2) to determine printed output: 2.965
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: 37
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[269, 2.97386, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 85, 90, 91, 93, 94, 108, 109, 111, 112, 117, 118, 120, 121]]
[269, 2.96983, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 84, 90, 91, 93, 94, 103, 108, 109, 111, 117, 118, 120, 121, 130]]
[269, 2.96976, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 85, 90, 91, 93, 94, 102, 108, 109, 112, 117, 118, 120, 121, 129]]
[269, 2.96573, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 82, 90, 91, 93, 94, 102, 103, 108, 109, 117, 118, 120, 121, 129, 130]]
[269, 2.97094, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 85, 88, 90, 93, 94, 97, 108, 111, 112, 115, 117, 120, 121, 124]]
[269, 2.96989, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 85, 88, 90, 93, 94, 97, 108, 111, 115, 117, 118, 120, 124, 127]]
[269, 2.9696, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 85, 90, 91, 93, 94, 100, 108, 111, 112, 117, 118, 120, 121, 127]]
[269, 2.96818, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 91, 93, 97, 100, 108, 111, 115, 117, 118, 120, 124, 127]]
[269, 2.96717, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 91, 93, 97, 100, 108, 111, 117, 118, 120, 121, 127, 130]]
[269, 2.96672, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 91, 93, 97, 100, 108, 111, 117, 118, 120, 121, 130, 133]]
[269, 2.9667, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 91, 93, 97, 100, 108, 111, 117, 118, 120, 124, 127, 133]]
[269, 2.96621, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 91, 93, 97, 100, 108, 111, 117, 120, 121, 124, 130, 133]]
[269, 2.96548, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 91, 93, 100, 103, 108, 111, 117, 120, 121, 124, 130, 133]]
[269, 2.96642, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 91, 93, 100, 106, 108, 111, 115, 117, 118, 120, 127, 133]]
[269, 2.96691, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 93, 94, 97, 103, 108, 111, 115, 117, 120, 121, 124, 130]]
[269, 2.96543, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 88, 90, 93, 94, 97, 103, 108, 111, 117, 120, 121, 124, 130, 133]]
[269, 2.96557, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 84, 90, 91, 93, 94, 100, 103, 108, 111, 117, 118, 120, 121, 127, 130]]
[269, 2.96684, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 85, 88, 90, 93, 94, 97, 102, 108, 112, 115, 117, 120, 121, 124, 129]]
[269, 2.96578, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 85, 88, 90, 93, 94, 97, 102, 108, 115, 117, 118, 120, 124, 127, 129]]
[269, 2.9655, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 81, 85, 90, 91, 93, 94, 100, 102, 108, 112, 117, 118, 120, 121, 127, 129]]
[269, 2.97186, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 83, 85, 86, 91, 92, 94, 95, 109, 110, 112, 113, 118, 119, 121, 122]]
[269, 2.97111, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 83, 85, 86, 91, 92, 94, 95, 110, 111, 113, 114, 119, 120, 122, 123]]
[269, 2.97089, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 84, 85, 87, 91, 93, 94, 96, 109, 111, 112, 114, 118, 120, 121, 123]]
[269, 2.96981, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 84, 85, 87, 91, 93, 94, 96, 109, 112, 114, 117, 118, 121, 123, 126]]
[269, 2.96952, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 84, 85, 90, 91, 93, 94, 99, 109, 111, 112, 117, 118, 120, 121, 126]]
[269, 2.96686, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 84, 87, 91, 93, 94, 96, 103, 109, 111, 114, 118, 120, 121, 123, 130]]
[269, 2.96578, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 84, 87, 91, 93, 94, 96, 103, 109, 114, 117, 118, 121, 123, 126, 130]]
[269, 2.96549, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 84, 90, 91, 93, 94, 99, 103, 109, 111, 117, 118, 120, 121, 126, 130]]
[269, 2.96808, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 90, 91, 94, 96, 99, 109, 112, 114, 117, 118, 121, 123, 126]]
[269, 2.96705, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 90, 91, 94, 96, 99, 109, 112, 117, 118, 120, 121, 126, 129]]
[269, 2.96659, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 90, 91, 94, 96, 99, 109, 112, 117, 118, 120, 121, 129, 132]]
[269, 2.96657, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 90, 91, 94, 96, 99, 109, 112, 117, 118, 121, 123, 126, 132]]
[269, 2.96607, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 90, 91, 94, 96, 99, 109, 112, 118, 120, 121, 123, 129, 132]]
[269, 2.96533, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 90, 91, 94, 99, 102, 109, 112, 118, 120, 121, 123, 129, 132]]
[269, 2.96629, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 90, 91, 94, 99, 105, 109, 112, 114, 117, 118, 121, 126, 132]]
[269, 2.96678, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 91, 93, 94, 96, 102, 109, 112, 114, 118, 120, 121, 123, 129]]
[269, 2.96528, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 87, 91, 93, 94, 96, 102, 109, 112, 118, 120, 121, 123, 129, 132]]
[269, 2.96542, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 82, 85, 90, 91, 93, 94, 99, 102, 109, 112, 117, 118, 120, 121, 126, 129]]
[269, 2.96989, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 83, 84, 86, 87, 92, 93, 95, 96, 110, 111, 113, 114, 119, 120, 122, 123]]
[269, 2.96916, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 83, 84, 86, 87, 92, 93, 95, 96, 111, 112, 114, 115, 120, 121, 123, 124]]
[269, 2.96883, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 83, 84, 86, 87, 92, 93, 95, 96, 111, 112, 114, 115, 121, 122, 124, 125]]
[269, 2.9688, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 83, 84, 86, 87, 92, 93, 95, 96, 111, 113, 114, 116, 120, 122, 123, 125]]
[269, 2.96844, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 83, 84, 86, 87, 92, 93, 95, 96, 112, 113, 115, 116, 121, 122, 124, 125]]
[269, 2.9679, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 83, 84, 86, 87, 93, 94, 96, 97, 112, 113, 115, 116, 121, 122, 124, 125]]
[269, 2.9685, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 83, 84, 87, 89, 92, 93, 96, 98, 110, 111, 114, 116, 119, 120, 123, 125]]
[269, 2.96894, [0, 1, 3, 4, 9, 10, 12, 13, 27, 28, 30, 31, 36, 37, 39, 40, 83, 85, 86, 88, 92, 94, 95, 97, 110, 112, 113, 115, 119, 121, 122, 124]]
