Enter an integer k for which our Kempner sets are k-free: 3
Enter a positive integer modulus b: 21
Enter estimation parameters, or * for pre-computed parameters ([0.1548, 1.1666, 1.5803]): *
Enter a threshold (e.g. 4.2) to determine printed output: 2.4
Enter a root for the search space (e.g. [0, 1, 2]) [or * for the root [0]]: *
Enter an upper bound for the size of allowable digit sets [or * to ignore]: *
Enter a maximal number of deviations from a greedy search [or * to ignore]: *
Searching for k-free sets mod b...

[21, 2.77595, [0, 1, 3, 4, 9, 10]]
[21, 2.72053, [0, 1, 3, 4, 9, 16]]
[21, 2.71197, [0, 1, 3, 4, 10, 15]]
[21, 2.65673, [0, 1, 3, 4, 15, 16]]
[21, 2.4644, [0, 1, 3, 4, 16]]
[21, 2.67277, [0, 1, 3, 7, 8, 10]]
[21, 2.61194, [0, 1, 3, 7, 8, 17]]
[21, 2.65451, [0, 1, 3, 7, 9, 10]]
[21, 2.58366, [0, 1, 3, 7, 9, 19]]
[21, 2.59104, [0, 1, 3, 7, 10, 15]]
[21, 2.53048, [0, 1, 3, 7, 15, 17]]
[21, 2.52044, [0, 1, 3, 7, 15, 19]]
[21, 2.57576, [0, 1, 3, 8, 10, 14]]
[21, 2.51525, [0, 1, 3, 8, 14, 17]]
[21, 2.51112, [0, 1, 3, 9, 13, 16]]
[21, 2.4953, [0, 1, 3, 9, 13, 19]]
[21, 2.49443, [0, 1, 3, 10, 14, 15]]
[21, 2.44812, [0, 1, 3, 13, 15, 16]]
[21, 2.43236, [0, 1, 3, 13, 15, 19]]
[21, 2.43419, [0, 1, 3, 14, 15, 17]]
[21, 2.42776, [0, 1, 3, 14, 16, 17]]
[21, 2.56084, [0, 1, 4, 5, 12, 14]]
[21, 2.60189, [0, 1, 4, 6, 9, 10]]
[21, 2.54731, [0, 1, 4, 6, 9, 16]]
[21, 2.52135, [0, 1, 4, 6, 10, 18]]
[21, 2.46701, [0, 1, 4, 6, 16, 18]]
[21, 2.43142, [0, 1, 4, 10, 12, 15]]
[21, 2.41412, [0, 1, 4, 10, 12, 18]]
[21, 2.49625, [0, 1, 5, 6, 8, 19]]
[21, 2.51424, [0, 1, 5, 7, 8, 12]]
[21, 2.46761, [0, 1, 5, 7, 8, 19]]
[21, 2.43348, [0, 1, 5, 7, 12, 15]]
[21, 2.41826, [0, 1, 5, 8, 12, 14]]
[21, 2.48124, [0, 1, 6, 7, 9, 10]]
[21, 2.41159, [0, 1, 6, 7, 9, 19]]
[21, 2.40142, [0, 1, 6, 7, 10, 18]]
[21, 2.4049, [0, 2, 3, 5, 9, 11]]

Search completed in 0 hours, 0 minutes, and 0.015 seconds.  Enter a string to quit.
